,id,created_at,text,company,textblob_polarity,textblob_sentiment,vader_polarity,vader_sentiment
653,1048546160313434112,2018-10-06 12:11:00+00:00,icymi big challenge bank corporates amp investor close climate finance gap early version green investment graph need reflect trillion greenbonds amp climate aligned capital show amp event london,HSBC,-0.03333333333333333,Negative,"{'neg': 0.0, 'neu': 0.954, 'pos': 0.046, 'compound': 0.0772}",Positive
654,1048525272696336384,2018-10-06 10:48:00+00:00,icymi big challenge bank corporates amp investor close climate finance gap early version green investment graph need reflect trillion greenbonds amp climate aligned capital show amp event london,HSBC,-0.03333333333333333,Negative,"{'neg': 0.0, 'neu': 0.954, 'pos': 0.046, 'compound': 0.0772}",Positive
655,1048250933237436416,2018-10-05 16:37:52+00:00,icymi big challenge bank corporates amp investor close climate finance gap early version green investment graph need reflect trillion greenbonds amp climate aligned capital show amp event london,HSBC,-0.03333333333333333,Negative,"{'neg': 0.0, 'neu': 0.954, 'pos': 0.046, 'compound': 0.0772}",Positive
656,1048149003727261697,2018-10-05 09:52:50+00:00,inspiring week privilege guest conservativeconference fringe dinner empowering young people last night incredible princestrustawards celebration impact young ppls life thank guy,HSBC,0.32,Positive,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.7783}",Positive
657,1047456297166299136,2018-10-03 12:00:16+00:00,big challenge bank corporates amp investor close climate finance gap early version green investment graph need reflect trillion greenbonds amp climate aligned capital show amp event london,HSBC,-0.03333333333333333,Negative,"{'neg': 0.0, 'neu': 0.952, 'pos': 0.048, 'compound': 0.0772}",Positive
658,1047087207310217216,2018-10-02 11:33:38+00:00,believe diversity vital future business important female employee positive impact financial independence currently multiple opportunity job board,HSBC,0.1038961038961039,Positive,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.8555}",Positive
659,1046109307669024768,2018-09-29 18:47:49+00:00,may reset device could impact,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
660,1046014351289831424,2018-09-29 12:30:30+00:00,learned much feel really inspired eagerness capacity learn corporate environment hope got much mentor following one insight week,HSBC,0.12000000000000002,Positive,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.8545}",Positive
661,1044663636617297920,2018-09-25 19:03:14+00:00,cycling good driving zero emission electric car good necesary longer journey carrying load etc also lucky enough railway station round corner,HSBC,0.30666666666666664,Positive,"{'neg': 0.0, 'neu': 0.677, 'pos': 0.323, 'compound': 0.8225}",Positive
662,1039878087276675073,2018-09-12 14:07:10+00:00,looking attract engage convert customer current challenging retail environment dm u secure spot highly anticipated interactive workshop norwich hosted limited space remaining business growth digitalmarketing,HSBC,0.19771428571428573,Positive,"{'neg': 0.059, 'neu': 0.586, 'pos': 0.355, 'compound': 0.8225}",Positive
663,1039858214387494912,2018-09-12 12:48:12+00:00,sake emphasis maximum impact please permit tag doomsday institution,HSBC,0.0,Neutral,"{'neg': 0.29, 'neu': 0.534, 'pos': 0.176, 'compound': -0.3612}",Negative
664,1036284126540832768,2018-09-02 16:06:03+00:00,wondering negative impact woman,HSBC,-0.3,Negative,"{'neg': 0.552, 'neu': 0.448, 'pos': 0.0, 'compound': -0.5719}",Negative
665,1033659319085096960,2018-08-26 10:16:00+00:00,unless cycle lane cycle better car force queue traffic drive behind nd gear til get chance overtake undertaken cyclist next light bad environment,HSBC,-0.039999999999999966,Negative,"{'neg': 0.123, 'neu': 0.704, 'pos': 0.173, 'compound': 0.1027}",Positive
666,1033267497955454977,2018-08-25 08:19:03+00:00,tomorrow pretty sure lost post also checked local branch luck time would nuisance considering impact holiday unacceptable,HSBC,0.25,Positive,"{'neg': 0.193, 'neu': 0.4, 'pos': 0.407, 'compound': 0.7096}",Positive
667,1032562750738886656,2018-08-23 09:38:38+00:00,bike ready next letsridesheffield brilliant way build confidence traffic free environment,HSBC,0.375,Positive,"{'neg': 0.0, 'neu': 0.352, 'pos': 0.648, 'compound': 0.9169}",Positive
668,1025344121584738304,2018-08-03 11:34:23+00:00,dont understand dont understand theyre creating exact environment exploited fraudsters persevering face persevering face persevering face,HSBC,0.25,Positive,"{'neg': 0.389, 'neu': 0.611, 'pos': 0.0, 'compound': -0.8068}",Negative
669,1018043770993102848,2018-07-14 08:05:24+00:00,thanks sending letter loan thanks sending wife one next time bearing mind account number address must send u letter could help protect environment sending u one please,HSBC,0.13333333333333333,Positive,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.9136}",Positive
670,1015223752894959616,2018-07-06 13:19:39+00:00,join amp july uk time discus create secure execution environment mobile apps authentication model best bank tpps infosec fintech psd,HSBC,0.7,Positive,"{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.872}",Positive
671,1015186830432653312,2018-07-06 10:52:56+00:00,go impactgood luck,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.4588}",Positive
672,1014996762619244544,2018-07-05 22:17:40+00:00,good luck bring ye home reading,HSBC,0.7,Positive,"{'neg': 0.0, 'neu': 0.404, 'pos': 0.596, 'compound': 0.7096}",Positive
673,1014614301393514497,2018-07-04 20:57:54+00:00,great supporting initiative could done happy get involved environment,HSBC,0.6166666666666667,Positive,"{'neg': 0.0, 'neu': 0.359, 'pos': 0.641, 'compound': 0.8934}",Positive
674,1013729023917207554,2018-07-02 10:20:08+00:00,wise word openbanking evolution banking open platform trusted brand curating ecosystem nudge notify engage help people stop dreading looking account,HSBC,0.35,Positive,"{'neg': 0.181, 'neu': 0.453, 'pos': 0.366, 'compound': 0.6908}",Positive
675,1012202120584589312,2018-06-28 05:12:46+00:00,congratulation magdalena well deserved fantastic job leading fintech ecosystem amp supporting enterprise innovation womeninfinanceawards fintechchampion well done clapping hand clapping hand clapping hand,HSBC,0.325,Positive,"{'neg': 0.0, 'neu': 0.343, 'pos': 0.657, 'compound': 0.9771}",Positive
676,1012084124092391424,2018-06-27 21:23:53+00:00,great way end day edinburgh festival cycling putting edinburgh international cycling map,HSBC,0.4,Positive,"{'neg': 0.0, 'neu': 0.578, 'pos': 0.422, 'compound': 0.8074}",Positive
677,1011514206229811200,2018-06-26 07:39:14+00:00,talking shift european wealth management mifid ii impact rise etf untapped market representing,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.4939}",Positive
678,1009848377427800064,2018-06-21 17:19:49+00:00,good evening yall idea financial personality type might could impact childrens attitude towards money find latest vlog p im sensible sage banklifebalance ad youtube video,HSBC,0.39999999999999997,Positive,"{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.4404}",Positive
679,1009398997482602496,2018-06-20 11:34:09+00:00,interesting presentation mark berrisfordsmith head economics brexit impact uk agriculture farming,HSBC,0.5,Positive,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4019}",Positive
680,1007128635336286209,2018-06-14 05:12:32+00:00,live near wimbledon helping save environment walking friend,HSBC,0.11818181818181818,Positive,"{'neg': 0.0, 'neu': 0.368, 'pos': 0.632, 'compound': 0.8225}",Positive
681,1006626867418411008,2018-06-12 19:58:42+00:00,great speak today polar exploration impact ice environment following time last week,HSBC,0.17916666666666667,Positive,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.7184}",Positive
682,1003994708211744769,2018-06-05 13:39:26+00:00,hi lou licensed regulated tpp part ing bank nv held security standard bank using yolt impact fscs protection send u dm info p yolt available android io,HSBC,0.2,Positive,"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.34}",Positive
683,1003601677780508672,2018-06-04 11:37:40+00:00,full mode sustainably training programme looking impact climate change urbanisation resilience climatechangeaction,HSBC,0.35,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
684,1003211111821463552,2018-06-03 09:45:42+00:00,hey according ethical consumer bottom rating climate change human right military supply controversial tech political activity antisocial finance giving score improve,HSBC,0.15595238095238095,Positive,"{'neg': 0.066, 'neu': 0.62, 'pos': 0.314, 'compound': 0.7783}",Positive
685,1002466686262562818,2018-06-01 08:27:37+00:00,really pleased announce official sponsor seminar resilient business publically reducing impact let u know youre attending newlook seminar year full detail found website,HSBC,0.425,Positive,"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4927}",Positive
686,1001733156842754053,2018-05-30 07:52:50+00:00,always find fascinating listen journey others nevergiveup amp believe passion especially positive impact others benefit,HSBC,0.5772727272727273,Positive,"{'neg': 0.0, 'neu': 0.451, 'pos': 0.549, 'compound': 0.9245}",Positive
687,998133762448936960,2018-05-20 09:30:08+00:00,really pleased announce official sponsor seminar resilient business publically reducing impact let u know youre attending newlook seminar year full detail found website,HSBC,0.425,Positive,"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4927}",Positive
688,997736122959777793,2018-05-19 07:10:03+00:00,financialservices enable mobility ecosystem hear expert frictionlesspayments banking tech innovation,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.3818}",Positive
689,997409907648466944,2018-05-18 09:33:47+00:00,know employee struggle negative impact financial worry affecting mental wellbeing relationship health amp productivity come along make change w seminar book backhand index pointing right,HSBC,-0.02857142857142858,Negative,"{'neg': 0.288, 'neu': 0.712, 'pos': 0.0, 'compound': -0.836}",Negative
690,994334208872067074,2018-05-09 21:52:03+00:00,please urgently address error impact u adversely,HSBC,0.0,Neutral,"{'neg': 0.417, 'neu': 0.37, 'pos': 0.213, 'compound': -0.296}",Negative
691,991659874378534912,2018-05-02 12:45:12+00:00,keeping technology changing virtual impact pleasure speaking guest speaker virtual assistant gt read service amp support heregtgt futureofwork ai va,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.8176}",Positive
692,991382766469165056,2018-05-01 18:24:05+00:00,thank honest devastated speak longer wait letter hope impact credit file mistake hsbc cope,HSBC,0.6,Positive,"{'neg': 0.249, 'neu': 0.311, 'pos': 0.44, 'compound': 0.5994}",Positive
693,991380668243464192,2018-05-01 18:15:44+00:00,say impact ability get loan account show default still possible payment due onth may advised working day close,HSBC,-0.0625,Negative,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.3182}",Positive
694,990610943297146885,2018-04-29 15:17:08+00:00,please stop spamming credit card application letter must th year want change credit card continually sending letter waste everyone time plus hardly good environment,HSBC,0.24999999999999997,Positive,"{'neg': 0.228, 'neu': 0.451, 'pos': 0.321, 'compound': 0.3197}",Positive
695,990587823039352833,2018-04-29 13:45:15+00:00,maya ambassador amazing conservation work abroad please keep supporting everyone charity donation,HSBC,0.42500000000000004,Positive,"{'neg': 0.0, 'neu': 0.404, 'pos': 0.596, 'compound': 0.8957}",Positive
696,989097307571400705,2018-04-25 11:02:29+00:00,keeping technology changing virtual impact pleasure speaking guest speaker virtual assistant gt read service amp support heregtgt futureofwork ai va,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.8176}",Positive
697,987128694454894592,2018-04-20 00:39:55+00:00,join global financial institution aligning lending police climate change commitment check mark good step forward far enough bizarre though cite bangladesh needing coal vulnerable climate change,HSBC,0.09999999999999999,Positive,"{'neg': 0.128, 'neu': 0.638, 'pos': 0.234, 'compound': 0.5423}",Positive
698,986549754971803650,2018-04-18 10:19:25+00:00,disabiltysmart france howell top tip create environment disabled people feel comfortable telling story listen,HSBC,0.2333333333333333,Positive,"{'neg': 0.0, 'neu': 0.604, 'pos': 0.396, 'compound': 0.7351}",Positive
699,983308671521345536,2018-04-09 11:40:30+00:00,speaker richard bearman talking tomorrow gspowerseries chance hear people like richard year experience working banking offer great insight financial environment,HSBC,0.4,Positive,"{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.8225}",Positive
700,979296843006971904,2018-03-29 09:58:56+00:00,interesting panel question discussing support available tariff northeast skill access opportunitiesregional impact brexit supplier exporting chaired neechamberevents,HSBC,0.45,Positive,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.6597}",Positive
701,978869023294312450,2018-03-28 05:38:56+00:00,shame climatedamaging financing,HSBC,0.0,Neutral,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}",Negative
702,977199080328908800,2018-03-23 15:03:10+00:00,uk leading globe publicprivate economic information sharing allowing u make impact faster powerfully jonothan groom seemefreeme,HSBC,0.25,Positive,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.4215}",Positive
703,976938136751214592,2018-03-22 21:46:17+00:00,find report,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
704,976782165420670976,2018-03-22 11:26:30+00:00,flooding heavy rain rise worldwide decade think time big corporation like step take responsibility greenhouse gas emission vote share,HSBC,-0.1,Negative,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.5719}",Positive
705,976761563779620864,2018-03-22 10:04:38+00:00,celebrating london fintech ecosystem many mobile phone arrow laptop laptop laptop,HSBC,0.5,Positive,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.5719}",Positive
706,975753565074546689,2018-03-19 15:19:13+00:00,rtr india vulnerable country climate change hsbc report,HSBC,-0.5,Negative,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.2263}",Negative
707,972047145091108864,2018-03-09 09:51:13+00:00,regina kahl cityiwd discus pressforprogress positive impact organisation promoting flexible working culture,HSBC,0.22727272727272727,Positive,"{'neg': 0.0, 'neu': 0.529, 'pos': 0.471, 'compound': 0.7906}",Positive
708,968036303119028224,2018-02-26 08:13:34+00:00,included card wish well plus sample petition message asking hsbc make big shift renewable energy well latest climate change policy briefing,HSBC,0.25,Positive,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.7906}",Positive
709,968036291089784835,2018-02-26 08:13:31+00:00,photo sussett maribel philippine felt failure tackle climate change look like,HSBC,-0.3166666666666667,Negative,"{'neg': 0.223, 'neu': 0.608, 'pos': 0.169, 'compound': -0.2023}",Negative
710,966790025097736192,2018-02-22 21:41:18+00:00,congratulation gold award winner best employer working parent initiative successful impact category citywealth powerwomenawards,HSBC,0.875,Positive,"{'neg': 0.0, 'neu': 0.319, 'pos': 0.681, 'compound': 0.9648}",Positive
711,963328589453250560,2018-02-13 08:26:48+00:00,please switch light branch branch close save money environment regard ex employee,HSBC,0.4,Positive,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.6705}",Positive
712,962261556443713536,2018-02-10 09:46:47+00:00,little sample last day post requesting document uploaded week ago week ago week agoand say received environmental impact bank failure,HSBC,-0.16805555555555554,Negative,"{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.5106}",Negative
713,961753446432038914,2018-02-09 00:07:44+00:00,k live family home weekly income le bill mr mackinlay plan increasing job opportunity thanet impact level poverty education assessed considered mr mackinlay council,HSBC,0.13636363636363635,Positive,"{'neg': 0.117, 'neu': 0.783, 'pos': 0.1, 'compound': -0.128}",Negative
714,961533343715282944,2018-02-08 09:33:08+00:00,keep excellent work brachycephalic breed currently unacceptable prevalence disorder many case severely impact welfare much right side argument,HSBC,0.4464285714285714,Positive,"{'neg': 0.401, 'neu': 0.466, 'pos': 0.133, 'compound': -0.7579}",Negative
715,951731296753143808,2018-01-12 08:23:18+00:00,yeah island dare call nation lump land middle sea realize much ancestor made impact planet pave ad shame hsbc,HSBC,0.1,Positive,"{'neg': 0.139, 'neu': 0.762, 'pos': 0.099, 'compound': -0.2263}",Negative
716,946779282839351296,2017-12-29 16:25:45+00:00,people going get wage need know whats going dont seem understanding impact suggest say landlord etc dont money pay bill,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.0762}",Positive
717,941728359666667520,2017-12-15 17:55:12+00:00,simple small nudge lasting impact uk cycling habit series behavioural study released today found,HSBC,-0.08333333333333333,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
718,933041623432355843,2017-11-21 18:37:12+00:00,big shift campaign message presented amp tavistock last week here,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
719,931927088147386371,2017-11-18 16:48:26+00:00,mad week next week meeting overdue catchup holding patron lunch nachural entrepreneurship award im finalist nachent impact report writing,HSBC,-0.3125,Negative,"{'neg': 0.135, 'neu': 0.717, 'pos': 0.148, 'compound': 0.0772}",Positive
720,931048447234531328,2017-11-16 06:37:02+00:00,shame appalling customer care dont realise impact closing business bank account without anyone contacting disgusted loyalcustomer shocked,HSBC,-0.6833333333333332,Negative,"{'neg': 0.305, 'neu': 0.464, 'pos': 0.231, 'compound': -0.2321}",Negative
721,929047529798426626,2017-11-10 18:06:06+00:00,mitigation penance,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
722,928610648606601224,2017-11-09 13:10:06+00:00,want leader combating climate change still investing coal bigshift,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.0772}",Positive
723,928519924686913536,2017-11-09 07:09:35+00:00,hr forum yesterday discussed importance financialwellbeing part employeewellbeing strategy amp positive impact productivity thanks sponsoring event croydon,HSBC,0.21363636363636362,Positive,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.8402}",Positive
724,928356175220940800,2017-11-08 20:18:54+00:00,hsbc join commitment fight climate change gorenewable electricity,HSBC,0.0,Neutral,"{'neg': 0.21, 'neu': 0.403, 'pos': 0.387, 'compound': 0.296}",Positive
725,927972930943897601,2017-11-07 18:56:02+00:00,join commits billion fight climate change via,HSBC,0.0,Neutral,"{'neg': 0.263, 'neu': 0.404, 'pos': 0.333, 'compound': -0.0772}",Negative
726,927627016148529158,2017-11-06 20:01:29+00:00,way go climatechange funding b,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
727,927561487782154240,2017-11-06 15:41:06+00:00,hsbc want leader combatting climate change need courage end connection coal,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.5423}",Positive
728,927561382027030528,2017-11-06 15:40:41+00:00,already seen devastating effect climate change asia form extensive flooding severe storm,HSBC,-0.5,Negative,"{'neg': 0.408, 'neu': 0.592, 'pos': 0.0, 'compound': -0.7845}",Negative
729,927560348131094528,2017-11-06 15:36:34+00:00,welcome pledge invest bn combatting climate change bigshift,HSBC,0.8,Positive,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.4588}",Positive
730,926463286245298178,2017-11-03 14:57:14+00:00,come along dairy postbrexit environment somerset derby amp gloucester info,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
731,926026186463039489,2017-11-02 10:00:22+00:00,come along dairy postbrexit environment somerset derby amp gloucester info,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
732,923068261494935552,2017-10-25 06:06:37+00:00,looking forward speaking tomorrow eve ceo corp bank brexit impact business amp workforce,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
733,922732413209468929,2017-10-24 07:52:05+00:00,sure amp youve really considered impact sound collage sensory processing issue,HSBC,0.3666666666666667,Positive,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.3182}",Positive
734,917064612415197184,2017-10-08 16:30:16+00:00,change bank one care avoidhsbc wesaidno fracking health environment,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",Positive
735,917064543397974017,2017-10-08 16:30:00+00:00,change bank one care avoidhsbc wesaidno fracking health environment,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",Positive
736,917064501140381696,2017-10-08 16:29:49+00:00,change bank one care avoidhsbc wesaidno fracking health environment,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",Positive
737,917064452914245632,2017-10-08 16:29:38+00:00,change bank one care avoidhsbc wesaidno fracking health environment,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",Positive
738,917064397520072705,2017-10-08 16:29:25+00:00,change bank one care avoidhsbc wesaidno fracking health environment,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",Positive
739,917064308797911042,2017-10-08 16:29:04+00:00,change bank one care avoidhsbc wesaidno fracking health environment,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",Positive
740,917064231610064896,2017-10-08 16:28:45+00:00,change bank one care avoidhsbc wesaidno fracking health environment,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",Positive
741,917064149385039873,2017-10-08 16:28:26+00:00,change bank one care avoidhsbc wesaidno fracking health environment,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",Positive
742,917064103067299841,2017-10-08 16:28:15+00:00,change bank one care avoidhsbc wesaidno fracking health environment,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",Positive
743,917064010331250688,2017-10-08 16:27:52+00:00,change bank one care avoidhsbc wesaidno fracking health environment,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",Positive
744,917063950642053120,2017-10-08 16:27:38+00:00,change bank one care avoidhsbc wesaidno fracking health environment,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",Positive
745,917063905805045762,2017-10-08 16:27:28+00:00,change bank one care avoidhsbc wesaidno fracking health environment,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",Positive
746,917063847025967105,2017-10-08 16:27:14+00:00,change bank one care avoidhsbc wesaidno fracking health environment,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",Positive
747,917063806475530242,2017-10-08 16:27:04+00:00,change bank one care avoidhsbc wesaidno fracking health environment,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",Positive
748,917063759440596994,2017-10-08 16:26:53+00:00,change bank one care avoidhsbc wesaidno fracking health environment,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",Positive
749,917063308137631744,2017-10-08 16:25:05+00:00,change bank one care avoidhsbc wesaidno fracking health environment,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",Positive
750,917063240768729089,2017-10-08 16:24:49+00:00,change bank one care avoidhsbc wesaidno fracking health environment,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",Positive
751,913418535430483971,2017-09-28 15:02:03+00:00,thanks amp great insight impact open banking,HSBC,0.3333333333333333,Positive,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.7906}",Positive
752,903214009205260291,2017-08-31 11:12:55+00:00,ask take necessary action ensure right free trade amp disturbance people cause impact city,HSBC,0.19642857142857142,Positive,"{'neg': 0.133, 'neu': 0.564, 'pos': 0.303, 'compound': 0.5106}",Positive
753,893108834327285760,2017-08-03 13:58:33+00:00,lot skill based fun coaching safe environment give kid confidence ride safely leisure even racing,HSBC,0.43333333333333335,Positive,"{'neg': 0.0, 'neu': 0.464, 'pos': 0.536, 'compound': 0.9136}",Positive
754,882471882909462528,2017-07-05 05:31:07+00:00,yeah im year moving account wont impact much simply dont want deal anymore,HSBC,0.0,Neutral,"{'neg': 0.085, 'neu': 0.763, 'pos': 0.153, 'compound': 0.2448}",Positive
755,881208758059364352,2017-07-01 17:51:54+00:00,loved getting credit card reward digital voucher code suggestion wastedplastic environment,HSBC,0.35,Positive,"{'neg': 0.0, 'neu': 0.44, 'pos': 0.56, 'compound': 0.8807}",Positive
756,879113991653609474,2017-06-25 23:08:03+00:00,joint greatest olympian hail impact city ride inspiring nation cycle,HSBC,0.75,Positive,"{'neg': 0.0, 'neu': 0.458, 'pos': 0.542, 'compound': 0.8074}",Positive
757,877925398503317504,2017-06-22 16:25:00+00:00,city ride southampton sunday say inspiring nation cycle person biking flag united kingdom person biking,HSBC,0.5,Positive,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.6808}",Positive
758,877817185493671936,2017-06-22 09:15:00+00:00,flag united kingdom joint greatest olympian hail impact city ride inspiring nation cycle person biking,HSBC,0.75,Positive,"{'neg': 0.0, 'neu': 0.498, 'pos': 0.502, 'compound': 0.8779}",Positive
759,877516254315237376,2017-06-21 13:19:13+00:00,sound brighter small business least brexit reason negative impact small local business,HSBC,-0.11666666666666665,Negative,"{'neg': 0.227, 'neu': 0.613, 'pos': 0.16, 'compound': -0.2732}",Negative
760,877111441370869760,2017-06-20 10:30:38+00:00,packing resource tomo amp teamdairy meeting dairy post brexit environment hopper lane hotel otley dm book,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
761,876439282084442113,2017-06-18 13:59:42+00:00,real need one bank step run fee giving site gauntletdown,HSBC,0.2,Positive,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}",Positive
762,872016477569921024,2017-06-06 09:05:04+00:00,diversity major challenge uk tech nina one way tackle problem digitaljobs,HSBC,0.0625,Positive,"{'neg': 0.203, 'neu': 0.677, 'pos': 0.12, 'compound': -0.2748}",Negative
763,872006241144500224,2017-06-06 08:24:23+00:00,diversity major challenge uk tech nina one way tackle problem digitaljobs,HSBC,0.0625,Positive,"{'neg': 0.203, 'neu': 0.677, 'pos': 0.12, 'compound': -0.2748}",Negative
764,871822624137125888,2017-06-05 20:14:45+00:00,wonderful give u public cash back environment want corporate back patted ffs knockedout face face screaming fear face steam nose face steam nose face steam nose,HSBC,0.2,Positive,"{'neg': 0.27, 'neu': 0.59, 'pos': 0.14, 'compound': -0.6808}",Negative
765,871740366118060032,2017-06-05 14:47:54+00:00,globalchallenges financial institution understand risk climate change slow discussion,HSBC,-0.15000000000000002,Negative,"{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.2732}",Negative
766,871731470993326081,2017-06-05 14:12:33+00:00,watch future paris climateaction w globalchallenges,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
767,866637294198849536,2017-05-22 12:50:06+00:00,explore impact deeplearning financial sector fintech insurtech,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
768,866564292430012417,2017-05-22 08:00:01+00:00,join discussion discussing impact deeplearning financial sector,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.296}",Positive
